Run_ID,t,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,Drive,Snap,Glare
EX-001-R003,0.583333,0.187355,0.970772,0.186202,0.476325,0.197637,0.469087,0.287549,0.989385,0.284497
EX-001-R003,0.600000,0.195311,0.973595,0.194028,0.477383,0.169404,0.469573,0.295520,0.988771,0.292202
EX-001-R003,0.616667,0.203281,0.975999,0.201857,0.478182,0.144261,0.469776,0.303471,0.988140,0.299872
EX-001-R003,0.633333,0.211260,0.978031,0.209686,0.478746,0.121897,0.469721,0.311401,0.987491,0.307506
EX-001-R003,0.650000,0.219245,0.979731,0.217510,0.479099,0.102023,0.469432,0.319309,0.986826,0.315102
EX-001-R003,0.666667,0.227233,0.981138,0.225325,0.479262,0.084376,0.468929,0.327195,0.986143,0.322661
EX-001-R003,0.683333,0.235220,0.982283,0.233129,0.479253,0.068719,0.468232,0.335058,0.985443,0.330181
EX-001-R003,0.700000,0.243205,0.983197,0.240918,0.479088,0.054833,0.467356,0.342898,0.984727,0.337661
EX-001-R003,0.716667,0.251185,0.983906,0.248690,0.478783,0.042522,0.466318,0.350714,0.983993,0.345100
EX-001-R003,0.733333,0.259157,0.984432,0.256443,0.478351,0.031608,0.465129,0.358506,0.983241,0.352498
EX-001-R003,0.750000,0.267121,0.984798,0.264173,0.477803,0.021932,0.463802,0.366273,0.982473,0.359853
EX-001-R003,0.766667,0.275073,0.985020,0.271878,0.477150,0.013352,0.462348,0.374014,0.981688,0.367165
EX-001-R003,0.783333,0.283013,0.985116,0.279558,0.476401,0.005737,0.460776,0.381729,0.980886,0.374433
EX-001-R003,0.800000,0.290939,0.985099,0.287210,0.475563,-0.001026,0.459094,0.389418,0.980067,0.381656
EX-001-R003,0.816667,0.298850,0.984982,0.294831,0.474645,-0.007040,0.457310,0.397080,0.979230,0.388833
EX-001-R003,0.833333,0.306744,0.984775,0.302422,0.473653,-0.012395,0.455430,0.404715,0.978377,0.395963
EX-001-R003,0.850000,0.314621,0.984489,0.309980,0.472591,-0.017173,0.453459,0.412321,0.977507,0.403046
EX-001-R003,0.866667,0.322478,0.984131,0.317503,0.471466,-0.021446,0.451404,0.419898,0.976619,0.410081
EX-001-R003,0.883333,0.330316,0.983710,0.324991,0.470280,-0.025276,0.449268,0.427447,0.975715,0.417066
EX-001-R003,0.900000,0.338134,0.983231,0.332442,0.469039,-0.028720,0.447055,0.434966,0.974794,0.424002
EX-001-R003,0.916667,0.345929,0.982701,0.339855,0.467744,-0.031828,0.444770,0.442454,0.973856,0.430887
EX-001-R003,0.933333,0.353703,0.982124,0.347228,0.466400,-0.034642,0.442415,0.449912,0.972901,0.437720
EX-001-R003,0.950000,0.361453,0.981504,0.354561,0.465009,-0.037202,0.439992,0.457338,0.971929,0.444501
EX-001-R003,0.966667,0.369179,0.980845,0.361853,0.463572,-0.039541,0.437506,0.464733,0.970940,0.451228
EX-001-R003,0.983333,0.376881,0.980150,0.369102,0.462093,-0.041688,0.434957,0.472096,0.969935,0.457902
EX-001-R003,1.000000,0.384557,0.979422,0.376308,0.460572,-0.043670,0.432347,0.479426,0.968912,0.464521
EX-001-R003,1.016667,0.392207,0.978663,0.383469,0.459011,-0.045508,0.429679,0.486722,0.967873,0.471085
EX-001-R003,1.033333,0.399831,0.977876,0.390585,0.457411,-0.047222,0.426955,0.493985,0.966817,0.477593
EX-001-R003,1.050000,0.407427,0.977063,0.397655,0.455773,-0.048830,0.424174,0.501213,0.965744,0.484044
EX-001-R003,1.066667,0.414995,0.976224,0.404677,0.454100,-0.050346,0.421340,0.508407,0.964655,0.490437
EX-001-R003,1.083333,0.422535,0.975360,0.411651,0.452390,-0.051783,0.418452,0.515565,0.963548,0.496772
EX-001-R003,1.100000,0.430046,0.974475,0.418577,0.450645,-0.053153,0.415512,0.522687,0.962425,0.503047
EX-001-R003,1.116667,0.437527,0.973567,0.425452,0.448867,-0.054465,0.412522,0.529773,0.961285,0.509263
EX-001-R003,1.133333,0.444978,0.972638,0.432277,0.447054,-0.055727,0.409481,0.536823,0.960129,0.515419
EX-001-R003,1.150000,0.452398,0.971689,0.439050,0.445209,-0.056947,0.406392,0.543835,0.958956,0.521514
EX-001-R003,1.166667,0.459787,0.970720,0.445771,0.443331,-0.058131,0.403254,0.550809,0.957766,0.527546
EX-001-R003,1.183333,0.467144,0.969732,0.452439,0.441420,-0.059284,0.400068,0.557745,0.956560,0.533516
EX-001-R003,1.200000,0.474468,0.968725,0.459053,0.439478,-0.060411,0.396836,0.564642,0.955336,0.539424
EX-001-R003,1.216667,0.481760,0.967700,0.465612,0.437504,-0.061516,0.393557,0.571501,0.954097,0.545267
EX-001-R003,1.233333,0.489018,0.966657,0.472116,0.435499,-0.062602,0.390233,0.578319,0.952841,0.551046
EX-001-R003,1.250000,0.496243,0.965595,0.478563,0.433464,-0.063672,0.386864,0.585097,0.951568,0.556760
EX-001-R003,1.266667,0.503433,0.964517,0.484954,0.431397,-0.064729,0.383451,0.591835,0.950279,0.562408
EX-001-R003,1.283333,0.510588,0.963420,0.491288,0.429301,-0.065774,0.379994,0.598531,0.948973,0.567990
EX-001-R003,1.300000,0.517707,0.962307,0.497562,0.427174,-0.066809,0.376495,0.605186,0.947651,0.573505
EX-001-R003,1.316667,0.524791,0.961176,0.503778,0.425017,-0.067836,0.372953,0.611799,0.946312,0.578953
EX-001-R003,1.333333,0.531838,0.960029,0.509934,0.422830,-0.068856,0.369369,0.618370,0.944957,0.584333
EX-001-R003,1.350000,0.538848,0.958864,0.516030,0.420614,-0.069870,0.365744,0.624897,0.943585,0.589644
EX-001-R003,1.366667,0.545821,0.957683,0.522065,0.418369,-0.070879,0.362078,0.631381,0.942198,0.594886
EX-001-R003,1.383333,0.552756,0.956485,0.528038,0.416094,-0.071883,0.358372,0.637822,0.940793,0.600058
EX-001-R003,1.400000,0.559653,0.955270,0.533948,0.413791,-0.072884,0.354627,0.644218,0.939373,0.605161
EX-001-R003,1.416667,0.566510,0.954039,0.539796,0.411458,-0.073882,0.350843,0.650569,0.937936,0.610192
EX-001-R003,1.433333,0.573329,0.952791,0.545579,0.409097,-0.074877,0.347021,0.656875,0.936483,0.615152
EX-001-R003,1.450000,0.580107,0.951526,0.551299,0.406708,-0.075869,0.343161,0.663135,0.935013,0.620040
EX-001-R003,1.466667,0.586845,0.950245,0.556953,0.404290,-0.076859,0.339264,0.669350,0.933528,0.624857
EX-001-R003,1.483333,0.593543,0.948948,0.562542,0.401845,-0.077847,0.335331,0.675518,0.932026,0.629600
EX-001-R003,1.500000,0.600199,0.947634,0.568065,0.399371,-0.078833,0.331362,0.681639,0.930508,0.634270
EX-001-R003,1.516667,0.606813,0.946304,0.573521,0.396870,-0.079818,0.327357,0.687712,0.928973,0.638867
EX-001-R003,1.533333,0.613386,0.944957,0.578909,0.394341,-0.080801,0.323318,0.693738,0.927423,0.643389
EX-001-R003,1.550000,0.619915,0.943594,0.584230,0.391785,-0.081782,0.319244,0.699716,0.925857,0.647837
EX-001-R003,1.566667,0.626402,0.942215,0.589482,0.389202,-0.082762,0.315137,0.705645,0.924274,0.652210
EX-001-R003,1.583333,0.632845,0.940819,0.594665,0.386592,-0.083741,0.310998,0.711525,0.922676,0.656507
EX-001-R003,1.600000,0.639245,0.939407,0.599779,0.383955,-0.084718,0.306826,0.717356,0.921061,0.660729
EX-001-R003,1.616667,0.645599,0.937979,0.604823,0.381291,-0.085694,0.302622,0.723137,0.919430,0.664874
EX-001-R003,1.633333,0.651909,0.936534,0.609796,0.378601,-0.086669,0.298388,0.728868,0.917784,0.668943
EX-001-R003,1.650000,0.658174,0.935073,0.614698,0.375884,-0.087642,0.294123,0.734548,0.916121,0.672935
EX-001-R003,1.666667,0.664393,0.933597,0.619529,0.373142,-0.088613,0.289828,0.740177,0.914443,0.676850
EX-001-R003,1.683333,0.670566,0.932104,0.624287,0.370373,-0.089584,0.285505,0.745755,0.912749,0.680687
EX-001-R003,1.700000,0.676692,0.930594,0.628973,0.367579,-0.090553,0.281153,0.751280,0.911039,0.684446
EX-001-R003,1.716667,0.682772,0.929069,0.633586,0.364759,-0.091520,0.276773,0.756754,0.909313,0.688126
EX-001-R003,1.733333,0.688804,0.927528,0.638125,0.361914,-0.092487,0.272366,0.762175,0.907571,0.691728
EX-001-R003,1.750000,0.694788,0.925970,0.642591,0.359044,-0.093451,0.267933,0.767544,0.905814,0.695251
EX-001-R003,1.766667,0.700723,0.924396,0.646982,0.356149,-0.094414,0.263474,0.772858,0.904041,0.698695
EX-001-R003,1.783333,0.706611,0.922807,0.651298,0.353229,-0.095376,0.258990,0.778120,0.902252,0.702060
EX-001-R003,1.800000,0.712449,0.921201,0.655540,0.350285,-0.096336,0.254481,0.783327,0.900447,0.705344
EX-001-R003,1.816667,0.718237,0.919580,0.659706,0.347316,-0.097295,0.249949,0.788480,0.898627,0.708549
EX-001-R003,1.833333,0.723976,0.917942,0.663796,0.344324,-0.098252,0.245394,0.793578,0.896791,0.711674
EX-001-R003,1.850000,0.729664,0.916289,0.667809,0.341307,-0.099207,0.240816,0.798621,0.894940,0.714718
EX-001-R003,1.866667,0.735302,0.914619,0.671746,0.338267,-0.100161,0.236217,0.803608,0.893073,0.717681
EX-001-R003,1.883333,0.740889,0.912934,0.675606,0.335203,-0.101113,0.231596,0.808540,0.891191,0.720563
EX-001-R003,1.900000,0.746424,0.911233,0.679389,0.332116,-0.102063,0.226956,0.813416,0.889293,0.723364
EX-001-R003,1.916667,0.751908,0.909516,0.683094,0.329006,-0.103012,0.222295,0.818235,0.887379,0.726085
EX-001-R003,1.933333,0.757339,0.907784,0.686720,0.325873,-0.103959,0.217616,0.822997,0.885451,0.728723
EX-001-R003,1.950000,0.762717,0.906035,0.690269,0.322717,-0.104904,0.212918,0.827702,0.883507,0.731280
EX-001-R003,1.966667,0.768043,0.904271,0.693739,0.319539,-0.105848,0.208203,0.832349,0.881547,0.733755
EX-001-R003,1.983333,0.773315,0.902491,0.697130,0.316339,-0.106789,0.203472,0.836939,0.879573,0.736149
EX-001-R003,2.000000,0.778534,0.900696,0.700442,0.313117,-0.107729,0.198724,0.841471,0.877583,0.738460
EX-001-R003,2.016667,0.783699,0.898885,0.703675,0.309873,-0.108667,0.193960,0.845944,0.875577,0.740690
EX-001-R003,2.033333,0.788809,0.897058,0.706828,0.306608,-0.109603,0.189182,0.850359,0.873557,0.742837
EX-001-R003,2.050000,0.793864,0.895216,0.709901,0.303321,-0.110537,0.184390,0.854714,0.871521,0.744902
EX-001-R003,2.066667,0.798864,0.893358,0.712894,0.300013,-0.111470,0.179585,0.859010,0.869471,0.746884
EX-001-R003,2.083333,0.803809,0.891484,0.715807,0.296685,-0.112400,0.174767,0.863247,0.867405,0.748784
EX-001-R003,2.100000,0.808698,0.889596,0.718639,0.293335,-0.113329,0.169938,0.867423,0.865324,0.750602
EX-001-R003,2.116667,0.813531,0.887691,0.721391,0.289966,-0.114255,0.165097,0.871539,0.863228,0.752337
EX-001-R003,2.133333,0.818307,0.885772,0.724062,0.286576,-0.115180,0.160246,0.875595,0.861117,0.753990
EX-001-R003,2.150000,0.823026,0.883837,0.726652,0.283167,-0.116102,0.155385,0.879590,0.858991,0.755560
EX-001-R003,2.166667,0.827689,0.881886,0.729160,0.279737,-0.117023,0.150516,0.883524,0.856851,0.757048
EX-001-R003,2.183333,0.832294,0.879921,0.731587,0.276289,-0.117941,0.145638,0.887396,0.854695,0.758453
EX-001-R003,2.200000,0.836841,0.877940,0.733933,0.272821,-0.118858,0.140753,0.891207,0.852525,0.759776
EX-001-R003,2.216667,0.841329,0.875943,0.736198,0.269334,-0.119772,0.135861,0.894956,0.850339,0.761017
EX-001-R003,2.233333,0.845760,0.873932,0.738380,0.265828,-0.120685,0.130963,0.898643,0.848139,0.762175
EX-001-R003,2.250000,0.850132,0.871905,0.740481,0.262304,-0.121595,0.126060,0.902268,0.845924,0.763250
EX-001-R003,2.266667,0.854444,0.869864,0.742501,0.258762,-0.122503,0.121152,0.905829,0.843695,0.764244
EX-001-R003,2.283333,0.858698,0.867807,0.744438,0.255202,-0.123409,0.116240,0.909328,0.841451,0.765155
EX-001-R003,2.300000,0.862891,0.865735,0.746293,0.251624,-0.124313,0.111325,0.912764,0.839192,0.765984
EX-001-R003,2.316667,0.867025,0.863648,0.748067,0.248029,-0.125215,0.106408,0.916136,0.836919,0.766732
EX-001-R003,2.333333,0.871099,0.861546,0.749758,0.244416,-0.126115,0.101490,0.919445,0.834631,0.767398
EX-001-R003,2.350000,0.875112,0.859429,0.751368,0.240787,-0.127012,0.096570,0.922690,0.832329,0.767981
EX-001-R003,2.366667,0.879064,0.857297,0.752895,0.237140,-0.127907,0.091651,0.925871,0.830012,0.768484
EX-001-R003,2.383333,0.882956,0.855151,0.754341,0.233478,-0.128800,0.086731,0.928987,0.827681,0.768905
EX-001-R003,2.400000,0.886786,0.852989,0.755704,0.229799,-0.129691,0.081814,0.932039,0.825336,0.769245
EX-001-R003,2.416667,0.890554,0.850813,0.756986,0.226104,-0.130580,0.076898,0.935026,0.822976,0.769504
EX-001-R003,2.433333,0.894261,0.848622,0.758186,0.222393,-0.131466,0.071985,0.937949,0.820602,0.769682
EX-001-R003,2.450000,0.897905,0.846416,0.759304,0.218667,-0.132350,0.067076,0.940806,0.818213,0.769780
EX-001-R003,2.466667,0.901487,0.844196,0.760340,0.214926,-0.133232,0.062170,0.943598,0.815811,0.769797
EX-001-R003,2.483333,0.905007,0.841960,0.761294,0.211170,-0.134111,0.057270,0.946324,0.813394,0.769734
EX-001-R003,2.500000,0.908463,0.839711,0.762167,0.207399,-0.134988,0.052375,0.948985,0.810963,0.769592
EX-001-R003,2.516667,0.911857,0.837446,0.762959,0.203614,-0.135863,0.047487,0.951579,0.808518,0.769369
EX-001-R003,2.533333,0.915187,0.835167,0.763669,0.199814,-0.136735,0.042606,0.954108,0.806059,0.769067
EX-001-R003,2.550000,0.918454,0.832874,0.764298,0.196001,-0.137605,0.037733,0.956570,0.803586,0.768687
EX-001-R003,2.566667,0.921657,0.830566,0.764846,0.192174,-0.138473,0.032869,0.958966,0.801099,0.768227
EX-001-R003,2.583333,0.924796,0.828244,0.765312,0.188334,-0.139338,0.028013,0.961296,0.798598,0.767689
EX-001-R003,2.600000,0.927870,0.825907,0.765699,0.184481,-0.140201,0.023168,0.963558,0.796084,0.767073
EX-001-R003,2.616667,0.930880,0.823556,0.766004,0.180614,-0.141061,0.018334,0.965754,0.793555,0.766379
EX-001-R003,2.633333,0.933826,0.821191,0.766229,0.176736,-0.141919,0.013510,0.967882,0.791013,0.765608
EX-001-R003,2.650000,0.936707,0.818811,0.766374,0.172845,-0.142774,0.008700,0.969944,0.788457,0.764759
EX-001-R003,2.666667,0.939522,0.816417,0.766439,0.168942,-0.143627,0.003902,0.971938,0.785887,0.763834
EX-001-R003,2.683333,0.942273,0.814009,0.766425,0.165027,-0.144477,-0.000883,0.973864,0.783304,0.762832
EX-001-R003,2.700000,0.944958,0.811587,0.766330,0.161101,-0.145325,-0.005653,0.975723,0.780707,0.761754
EX-001-R003,2.716667,0.947577,0.809151,0.766157,0.157164,-0.146171,-0.010408,0.977515,0.778096,0.760601
EX-001-R003,2.733333,0.950131,0.806701,0.765905,0.153216,-0.147014,-0.015148,0.979238,0.775472,0.759372
EX-001-R003,2.750000,0.952619,0.804237,0.765573,0.149257,-0.147854,-0.019871,0.980893,0.772835,0.758068
EX-001-R003,2.766667,0.955040,0.801758,0.765164,0.145288,-0.148692,-0.024577,0.982480,0.770184,0.756691
EX-001-R003,2.783333,0.957395,0.799266,0.764676,0.141308,-0.149527,-0.029265,0.983999,0.767520,0.755239
EX-001-R003,2.800000,0.959684,0.796760,0.764110,0.137319,-0.150359,-0.033935,0.985450,0.764842,0.753714
EX-001-R003,2.816667,0.961906,0.794240,0.763467,0.133320,-0.151189,-0.038585,0.986832,0.762151,0.752115
EX-001-R003,2.833333,0.964061,0.791707,0.762747,0.129313,-0.152017,-0.043216,0.988146,0.759447,0.750444
EX-001-R003,2.850000,0.966149,0.789159,0.761950,0.125296,-0.152841,-0.047826,0.989391,0.756730,0.748701
EX-001-R003,2.866667,0.968170,0.786598,0.761076,0.121270,-0.153664,-0.052415,0.990567,0.753999,0.746887
EX-001-R003,2.883333,0.970124,0.784024,0.760127,0.117236,-0.154483,-0.056982,0.991674,0.751256,0.745001
EX-001-R003,2.900000,0.972011,0.781435,0.759101,0.113194,-0.155300,-0.061527,0.992713,0.748499,0.743045
EX-001-R003,2.916667,0.973830,0.778833,0.758000,0.109144,-0.156114,-0.066048,0.993683,0.745730,0.741019
EX-001-R003,2.933333,0.975581,0.776218,0.756825,0.105086,-0.156925,-0.070546,0.994583,0.742947,0.738923
EX-001-R003,2.950000,0.977265,0.773589,0.755574,0.101021,-0.157733,-0.075019,0.995415,0.740152,0.736758
EX-001-R003,2.966667,0.978881,0.770947,0.754250,0.096949,-0.158539,-0.079467,0.996178,0.737344,0.734525
EX-001-R003,2.983333,0.980429,0.768291,0.752852,0.092871,-0.159342,-0.083889,0.996871,0.734523,0.732224
EX-001-R003,3.000000,0.981909,0.765622,0.751380,0.088786,-0.160143,-0.088284,0.997495,0.731689,0.729856
EX-001-R003,3.016667,0.983320,0.762940,0.749836,0.084694,-0.160940,-0.092653,0.998050,0.728842,0.727421
EX-001-R003,3.033333,0.984663,0.760244,0.748220,0.080597,-0.161735,-0.096993,0.998535,0.725983,0.724920
EX-001-R003,3.050000,0.985938,0.757535,0.746531,0.076495,-0.162527,-0.101306,0.998952,0.723111,0.722353
EX-001-R003,3.066667,0.987145,0.754813,0.744771,0.072387,-0.163316,-0.105589,0.999298,0.720227,0.719722
EX-001-R003,3.083333,0.988283,0.752078,0.742941,0.068273,-0.164102,-0.109843,0.999576,0.717330,0.717026
EX-001-R003,3.100000,0.989352,0.749330,0.741040,0.064156,-0.164886,-0.114066,0.999784,0.714421,0.714267
EX-001-R003,3.116667,0.990353,0.746569,0.739069,0.060033,-0.165666,-0.118259,0.999922,0.711499,0.711444
EX-001-R003,3.133333,0.991284,0.743795,0.737028,0.055907,-0.166444,-0.122420,0.999991,0.708565,0.708559
EX-001-R003,3.150000,0.992147,0.741008,0.734919,0.051777,-0.167219,-0.126549,0.999991,0.705619,0.705613
EX-001-R003,3.166667,0.992941,0.738208,0.732742,0.047643,-0.167990,-0.130645,0.999921,0.702660,0.702605
EX-001-R003,3.183333,0.993666,0.735396,0.730497,0.043505,-0.168759,-0.134708,0.999782,0.699690,0.699537
EX-001-R003,3.200000,0.994322,0.732570,0.728184,0.039365,-0.169525,-0.138738,0.999574,0.696707,0.696410
EX-001-R003,3.216667,0.994909,0.729732,0.725805,0.035222,-0.170289,-0.142733,0.999296,0.693712,0.693223
EX-001-R003,3.233333,0.995427,0.726881,0.723360,0.031077,-0.171049,-0.146693,0.998948,0.690705,0.689978
EX-001-R003,3.250000,0.995876,0.724018,0.720850,0.026929,-0.171806,-0.150617,0.998531,0.687686,0.686676
EX-001-R003,3.266667,0.996256,0.721142,0.718275,0.022780,-0.172560,-0.154505,0.998045,0.684655,0.683316
EX-001-R003,3.283333,0.996566,0.718253,0.715636,0.018629,-0.173311,-0.158357,0.997490,0.681612,0.679901
EX-001-R003,3.300000,0.996808,0.715352,0.712933,0.014476,-0.174059,-0.162171,0.996865,0.678557,0.676430
EX-001-R003,3.316667,0.996980,0.712439,0.710167,0.010323,-0.174805,-0.165947,0.996171,0.675490,0.672904
EX-001-R003,3.333333,0.997083,0.709513,0.707339,0.006169,-0.175547,-0.169686,0.995408,0.672412,0.669324
EX-001-R003,3.350000,0.997116,0.706575,0.704449,0.002014,-0.176286,-0.173385,0.994576,0.669322,0.665692
EX-001-R003,3.366667,0.997080,0.703625,0.701499,-0.002140,-0.177022,-0.177045,0.993674,0.666221,0.662007
EX-001-R003,3.383333,0.996976,0.700662,0.698488,-0.006295,-0.177755,-0.180665,0.992704,0.663108,0.658270
EX-001-R003,3.400000,0.996801,0.697687,0.695417,-0.010449,-0.178485,-0.184244,0.991665,0.659983,0.654482
EX-001-R003,3.416667,0.996558,0.694701,0.692287,-0.014602,-0.179211,-0.187783,0.990557,0.656847,0.650644
EX-001-R003,3.433333,0.996245,0.691702,0.689099,-0.018754,-0.179935,-0.191280,0.989380,0.653700,0.646757
EX-001-R003,3.450000,0.995864,0.688691,0.685853,-0.022905,-0.180655,-0.194736,0.988134,0.650541,0.642822
EX-001-R003,3.466667,0.995413,0.685668,0.682551,-0.027055,-0.181373,-0.198149,0.986820,0.647371,0.638838
EX-001-R003,3.483333,0.994893,0.682633,0.679192,-0.031202,-0.182087,-0.201519,0.985437,0.644189,0.634808
EX-001-R003,3.500000,0.994304,0.679586,0.675778,-0.035348,-0.182798,-0.204845,0.983986,0.640997,0.630732
EX-001-R003,3.516667,0.993645,0.676528,0.672309,-0.039491,-0.183506,-0.208128,0.982466,0.637793,0.626610
EX-001-R003,3.533333,0.992918,0.673458,0.668787,-0.043631,-0.184211,-0.211367,0.980879,0.634578,0.622444
EX-001-R003,3.550000,0.992122,0.670376,0.665211,-0.047768,-0.184912,-0.214560,0.979223,0.631353,0.618235
EX-001-R003,3.566667,0.991257,0.667282,0.661582,-0.051902,-0.185611,-0.217709,0.977499,0.628116,0.613983
EX-001-R003,3.583333,0.990323,0.664177,0.657902,-0.056032,-0.186306,-0.220812,0.975707,0.624868,0.609689
EX-001-R003,3.600000,0.989321,0.661061,0.654171,-0.060158,-0.186998,-0.223869,0.973848,0.621610,0.605353
EX-001-R003,3.616667,0.988249,0.657933,0.650390,-0.064280,-0.187686,-0.226879,0.971920,0.618341,0.600978
EX-001-R003,3.633333,0.987109,0.654793,0.646559,-0.068398,-0.188371,-0.229843,0.969926,0.615061,0.596563
EX-001-R003,3.650000,0.985901,0.651642,0.642679,-0.072511,-0.189054,-0.232759,0.967864,0.611770,0.592110
EX-001-R003,3.666667,0.984624,0.648480,0.638752,-0.076619,-0.189732,-0.235628,0.965735,0.608469,0.587619
EX-001-R003,3.683333,0.983278,0.645307,0.634778,-0.080721,-0.190408,-0.238448,0.963538,0.605157,0.583092
EX-001-R003,3.700000,0.981865,0.642122,0.630758,-0.084818,-0.191080,-0.241220,0.961275,0.601835,0.578529
EX-001-R003,3.716667,0.980383,0.638926,0.626692,-0.088909,-0.191749,-0.243943,0.958945,0.598502,0.573930
EX-001-R003,3.733333,0.978833,0.635719,0.622582,-0.092994,-0.192414,-0.246617,0.956549,0.595159,0.569298
EX-001-R003,3.750000,0.977215,0.632501,0.618428,-0.097073,-0.193077,-0.249241,0.954086,0.591805,0.564633
EX-001-R003,3.766667,0.975529,0.629272,0.614231,-0.101145,-0.193736,-0.251816,0.951557,0.588441,0.559935
EX-001-R003,3.783333,0.973776,0.626032,0.609992,-0.105209,-0.194391,-0.254340,0.948961,0.585067,0.555206
EX-001-R003,3.800000,0.971955,0.622782,0.605712,-0.109267,-0.195043,-0.256813,0.946300,0.581683,0.550447
EX-001-R003,3.816667,0.970066,0.619520,0.601391,-0.113316,-0.195692,-0.259235,0.943573,0.578289,0.545658
EX-001-R003,3.833333,0.968110,0.616248,0.597031,-0.117358,-0.196337,-0.261606,0.940781,0.574885,0.540840
EX-001-R003,3.850000,0.966087,0.612965,0.592632,-0.121392,-0.196979,-0.263926,0.937923,0.571470,0.535995
EX-001-R003,3.866667,0.963997,0.609671,0.588196,-0.125417,-0.197618,-0.266193,0.935000,0.568046,0.531123
EX-001-R003,3.883333,0.961840,0.606367,0.583722,-0.129434,-0.198253,-0.268409,0.932012,0.564612,0.526225
