Run_ID,t,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,Drive,Snap,Glare
EX-001-R006,0.000000,0.000000,0.017778,0.000000,0.000000,1.066667,0.000000,0.000000,1.000000,0.000000
EX-001-R006,0.016667,0.000148,0.045906,0.000148,0.008889,1.687694,0.008889,0.008333,0.999991,0.008333
EX-001-R006,0.033333,0.000531,0.079744,0.000531,0.022952,2.030280,0.022952,0.016666,0.999965,0.016665
EX-001-R006,0.050000,0.001195,0.116406,0.001195,0.039869,2.199691,0.039867,0.024997,0.999922,0.024995
EX-001-R006,0.066667,0.002165,0.154108,0.002165,0.058196,2.262167,0.058189,0.033327,0.999861,0.033323
EX-001-R006,0.083333,0.003449,0.191764,0.003449,0.077040,2.259353,0.077026,0.041655,0.999783,0.041646
EX-001-R006,0.100000,0.005047,0.228721,0.005046,0.095856,2.217397,0.095832,0.049979,0.999688,0.049964
EX-001-R006,0.116667,0.006952,0.264599,0.006951,0.114317,2.152682,0.114277,0.058300,0.999575,0.058275
EX-001-R006,0.133333,0.009156,0.299190,0.009153,0.132233,2.075445,0.132171,0.066617,0.999444,0.066580
EX-001-R006,0.150000,0.011648,0.332390,0.011644,0.149499,1.992048,0.149408,0.074930,0.999297,0.074877
EX-001-R006,0.166667,0.014415,0.364164,0.014409,0.166061,1.906420,0.165934,0.083237,0.999132,0.083165
EX-001-R006,0.183333,0.017447,0.394513,0.017438,0.181901,1.820957,0.181729,0.091538,0.998950,0.091442
EX-001-R006,0.200000,0.020731,0.423465,0.020718,0.197020,1.737093,0.196793,0.099833,0.998750,0.099709
EX-001-R006,0.216667,0.024254,0.451059,0.024237,0.211429,1.655662,0.211137,0.108122,0.998533,0.107963
EX-001-R006,0.233333,0.028007,0.477345,0.027983,0.225148,1.577120,0.224781,0.116402,0.998299,0.116204
EX-001-R006,0.250000,0.031977,0.502373,0.031946,0.238201,1.501688,0.237747,0.124675,0.998048,0.124431
EX-001-R006,0.266667,0.036154,0.526197,0.036113,0.250613,1.429446,0.250059,0.132939,0.997779,0.132643
EX-001-R006,0.283333,0.040527,0.548870,0.040476,0.262410,1.360383,0.261743,0.141193,0.997492,0.140839
EX-001-R006,0.300000,0.045088,0.570444,0.045023,0.273618,1.294437,0.272825,0.149438,0.997189,0.149018
EX-001-R006,0.316667,0.049825,0.590969,0.049745,0.284261,1.231514,0.283328,0.157673,0.996868,0.157179
EX-001-R006,0.333333,0.054731,0.610494,0.054633,0.294366,1.171507,0.293277,0.165896,0.996530,0.165320
EX-001-R006,0.350000,0.059797,0.629066,0.059678,0.303955,1.114296,0.302696,0.174108,0.996174,0.173442
EX-001-R006,0.366667,0.065015,0.646728,0.064871,0.313051,1.059763,0.311607,0.182308,0.995802,0.181543
EX-001-R006,0.383333,0.070376,0.663525,0.070205,0.321677,1.007786,0.320031,0.190495,0.995411,0.189621
EX-001-R006,0.400000,0.075874,0.679496,0.075671,0.329852,0.958249,0.327989,0.198669,0.995004,0.197677
EX-001-R006,0.416667,0.081500,0.694680,0.081263,0.337598,0.911039,0.335499,0.206830,0.994580,0.205708
EX-001-R006,0.433333,0.087249,0.709114,0.086973,0.344932,0.866045,0.342582,0.214975,0.994138,0.213715
EX-001-R006,0.450000,0.093114,0.722833,0.092794,0.351874,0.823163,0.349254,0.223106,0.993679,0.221696
EX-001-R006,0.466667,0.099088,0.735871,0.098719,0.358440,0.782291,0.355532,0.231222,0.993202,0.229650
EX-001-R006,0.483333,0.105165,0.748260,0.104743,0.364646,0.743334,0.361433,0.239321,0.992709,0.237576
EX-001-R006,0.500000,0.111340,0.760030,0.110859,0.370509,0.706200,0.366973,0.247404,0.992198,0.245474
EX-001-R006,0.516667,0.117608,0.771210,0.117062,0.376043,0.670802,0.372164,0.255470,0.991670,0.253341
EX-001-R006,0.533333,0.123962,0.781828,0.123346,0.381263,0.637056,0.377023,0.263517,0.991124,0.261178
EX-001-R006,0.550000,0.130398,0.791909,0.129705,0.386182,0.604883,0.381561,0.271547,0.990562,0.268984
EX-001-R006,0.566667,0.136912,0.801479,0.136135,0.390812,0.574207,0.385792,0.279558,0.989982,0.276757
EX-001-R006,0.583333,0.143498,0.810562,0.142630,0.395167,0.544957,0.389728,0.287549,0.989385,0.284497
EX-001-R006,0.600000,0.150152,0.819180,0.149187,0.399257,0.517064,0.393379,0.295520,0.988771,0.292202
EX-001-R006,0.616667,0.156871,0.827354,0.155799,0.403094,0.490462,0.396758,0.303471,0.988140,0.299872
EX-001-R006,0.633333,0.163649,0.835106,0.162464,0.406689,0.465091,0.399875,0.311401,0.987491,0.307506
EX-001-R006,0.650000,0.170483,0.842454,0.169176,0.410051,0.440889,0.402739,0.319309,0.986826,0.315102
EX-001-R006,0.666667,0.177369,0.849417,0.175932,0.413190,0.417802,0.405360,0.327195,0.986143,0.322661
EX-001-R006,0.683333,0.184305,0.856013,0.182728,0.416115,0.395776,0.407748,0.335058,0.985443,0.330181
